[PtcServer Acquisition File]
PtcServerVersion=1.0.0.49
[PTC Status]
ID=Potenciostat [kolibrik.net] 1.4C_20161122 (PTC1, PTC-gamma-rC)
Serial=Kl-Ptc-150238
Setpoint=0
Range=15A
Feedback=Vout
OutputEnabled=0
Switches=35264
AutoCalib=3
AutoRange=0
Vout=0.000146073
Vsense=0.0001361543
Vref=-0.001683696
I=0.00571004
[ACQ CV]
Timestamp=2017-01-18 20:44:45.543
StepReduction=1
AvgOnReduction=1
ChannelMask=15
VChannel=1
Start=0
Margin1=-0.05
Margin2=0.05
End=0
Speed=50
Step=0.001
Sweeps=102
WaitFirst=10
WaitStep=2
WaitSweep=1
RelayAfterOff=1
ChannelCount=4
Channel1=Vout
Channel1Src=Tag3/Channel0
Channel2=Vsense
Channel2Src=Tag3/Channel1
Channel3=Vref
Channel3Src=Tag3/Channel2
Channel4=I
Channel4Src=Tag3/Channel3
[DataHeader]
Number	Vout	Vsense	Vref	I
[Data]
2743	-0.1960262	0.0002364889	-0.001779034	0.00557233
2744	-0.1969918	0.0001850411	-0.001804875	0.00561467
2745	-0.1980269	0.0002153122	-0.001736131	0.00543441
2746	-0.1989387	0.0002157391	-0.001708816	0.0055716
2747	-0.199961	0.0002007348	-0.001704624	0.00549828
2748	-0.2009357	0.0001746662	-0.001740552	0.00549617
2749	-0.2019297	0.0001382555	-0.001751425	0.00557999
2750	-0.202911	0.000152242	-0.001677244	0.00552636
2751	-0.2039721	0.0001740424	-0.001787386	0.00568151
2752	-0.2050119	0.0002226994	-0.001735836	0.00545687
2753	-0.2059527	0.0002038867	-0.00171517	0.00548322
2754	-0.2069765	0.0001909181	-0.001704297	0.00554392
2755	-0.2079519	0.0001963354	-0.001727746	0.00539716
2756	-0.2089249	0.0001532598	-0.001698729	0.00550046
2757	-0.2100082	0.0001611395	-0.001738882	0.00561856
2758	-0.2110207	0.0001623542	-0.00175922	0.0055757
2759	-0.2119765	0.0001130734	-0.001752965	0.00557662
2760	-0.2129804	0.0001332322	-0.001791087	0.00556909
2761	-0.2140186	0.0001949564	-0.001782997	0.00553441
2762	-0.2150008	0.0001790329	-0.001718379	0.00552827
2763	-0.2159945	0.000168067	-0.001768554	0.0054714
2764	-0.2169677	0.0001910166	-0.001704821	0.0055076
2765	-0.2179663	0.0001517823	-0.001688969	0.00560753
2766	-0.2190116	0.0001874379	-0.001699187	0.00568455
2767	-0.2199484	0.0002313343	-0.001699711	0.00548765
2768	-0.2209366	0.0002117664	-0.001715661	0.00545251
2769	-0.221947	0.0001384854	-0.001785421	0.00558924
2770	-0.2229713	0.0001821848	-0.001841523	0.00555284
2771	-0.2239312	0.0002075639	-0.00175601	0.00562609
2772	-0.2249869	0.0002211235	-0.001756567	0.00550026
2773	-0.2259495	0.0002235859	-0.001746971	0.0056105
2774	-0.226928	0.0002151153	-0.00177124	0.00551711
2775	-0.2280265	0.0002015228	-0.00183553	0.00550786
2776	-0.2289804	0.0002037882	-0.001748838	0.00540931
2777	-0.2299887	0.0002569104	-0.00173767	0.00546605
2778	-0.2310685	0.0002008662	-0.001734002	0.00546083
[ACQ END]
